3d 6d;1000;0.4025
3d 6d;1000;0.386
3d 6d;1000;0.415
3d 6d;1000;0.4065
3d 6d;1000;0.3885
3d 6d;1000;0.392
3d 6d;1000;0.405
3d 6d;1000;0.3875
3d 6d;1000;0.415
3d 6d;1000;0.394
3d 6d;1000;0.387
3d 6d;1000;0.389
3d 6d;1000;0.3625
3d 6d;1000;0.378
3d 6d;1000;0.3825
3d 6d;1000;0.387
3d 6d;1000;0.3975
3d 6d;1000;0.39
3d 6d;1000;0.391
3d 6d;1000;0.39
3d 6d;1000;0.3845
3d 6d;1000;0.4335
3d 6d;1000;0.399
3d 6d;1000;0.4145
3d 6d;1000;0.4045
3d 6d;1000;0.401
3d 6d;1000;0.3835
3d 6d;1000;0.4165
3d 6d;1000;0.4035
3d 6d;1000;0.408
3d 6d;1000;0.397
3d 6d;1000;0.398
3d 6d;1000;0.406
3d 6d;1000;0.4285
3d 6d;1000;0.4125
3d 6d;1000;0.4135
3d 6d;1000;0.3945
3d 6d;1000;0.382
3d 6d;1000;0.3965
3d 6d;1000;0.3995
3d 6d;1000;0.3865
3d 6d;1000;0.4025
3d 6d;1000;0.4065
3d 6d;1000;0.4175
3d 6d;1000;0.3925
3d 6d;1000;0.41
3d 6d;1000;0.3805
3d 6d;1000;0.404
3d 6d;1000;0.385
3d 6d;1000;0.391
3d 6d;1000;0.393
3d 6d;1000;0.3725
3d 6d;1000;0.4195
3d 6d;1000;0.3905
3d 6d;1000;0.4075
3d 6d;1000;0.39
3d 6d;1000;0.403
3d 6d;1000;0.4255
3d 6d;1000;0.3885
3d 6d;1000;0.3995
3d 6d;1000;0.4025
3d 6d;1000;0.4075
3d 6d;1000;0.3945
3d 6d;1000;0.4015
3d 6d;1000;0.3895
3d 6d;1000;0.415
3d 6d;1000;0.383
3d 6d;1000;0.4125
3d 6d;1000;0.3855
3d 6d;1000;0.3635
3d 6d;1000;0.388
3d 6d;1000;0.4045
3d 6d;1000;0.409
3d 6d;1000;0.374
3d 6d;1000;0.3875
3d 6d;1000;0.4035
3d 6d;1000;0.4145
3d 6d;1000;0.389
3d 6d;1000;0.395
3d 6d;1000;0.3725
3d 6d;1000;0.392
3d 6d;1000;0.39
3d 6d;1000;0.395
3d 6d;1000;0.4085
3d 6d;1000;0.4055
3d 6d;1000;0.4105
3d 6d;1000;0.382
3d 6d;1000;0.3975
3d 6d;1000;0.3995
3d 6d;1000;0.3955
3d 6d;1000;0.429
3d 6d;1000;0.3835
3d 6d;1000;0.4215
3d 6d;1000;0.4055
3d 6d;1000;0.396
3d 6d;1000;0.3995
3d 6d;1000;0.384
3d 6d;1000;0.399
3d 6d;1000;0.391
3d 6d;1000;0.395
9s Qh;1000;0.5755
9s Qh;1000;0.5405
9s Qh;1000;0.573
9s Qh;1000;0.545
9s Qh;1000;0.5735
9s Qh;1000;0.5415
9s Qh;1000;0.536
9s Qh;1000;0.566
9s Qh;1000;0.541
9s Qh;1000;0.5405
9s Qh;1000;0.555
9s Qh;1000;0.538
9s Qh;1000;0.5565
9s Qh;1000;0.578
9s Qh;1000;0.554
9s Qh;1000;0.582
9s Qh;1000;0.5505
9s Qh;1000;0.5825
9s Qh;1000;0.5475
9s Qh;1000;0.574
9s Qh;1000;0.5905
9s Qh;1000;0.552
9s Qh;1000;0.5515
9s Qh;1000;0.553
9s Qh;1000;0.5485
9s Qh;1000;0.5625
9s Qh;1000;0.564
9s Qh;1000;0.553
